(0, 0, 0, 0, 0)	0.0
(0, 0, 0, 0, 1)	57.5
(0, 0, 0, 0, 2)	0.0
(0, 0, 0, 1, 0)	18.3
(0, 0, 0, 1, 1)	51.4
(0, 0, 0, 1, 2)	30.6
(0, 0, 0, 2, 0)	0.0
(0, 0, 0, 2, 1)	14.4
(0, 0, 0, 2, 2)	0.0
(0, 0, 1, 0, 0)	18.0
(0, 0, 1, 0, 1)	38.1
(0, 0, 1, 0, 2)	19.7
(0, 0, 1, 1, 0)	59.6
(0, 0, 1, 1, 1)	76.0
(0, 0, 1, 1, 2)	58.6
(0, 0, 1, 2, 0)	37.8
(0, 0, 1, 2, 1)	43.6
(0, 0, 1, 2, 2)	13.1
(0, 0, 2, 0, 0)	0.0
(0, 0, 2, 0, 1)	22.6
(0, 0, 2, 0, 2)	0.0
(0, 0, 2, 1, 0)	48.0
(0, 0, 2, 1, 1)	45.1
(0, 0, 2, 1, 2)	18.7
(0, 0, 2, 2, 0)	0.0
(0, 0, 2, 2, 1)	24.5
(0, 0, 2, 2, 2)	0.0
(0, 1, 0, 0, 0)	13.3
(0, 1, 0, 0, 1)	91.4
(0, 1, 0, 0, 2)	46.5
(0, 1, 0, 1, 0)	101.4
(0, 1, 0, 1, 1)	91.2
(0, 1, 0, 1, 2)	40.9
(0, 1, 0, 2, 0)	29.4
(0, 1, 0, 2, 1)	28.0
(0, 1, 0, 2, 2)	71.8
(0, 1, 1, 0, 0)	51.5
(0, 1, 1, 0, 1)	58.2
(0, 1, 1, 0, 2)	58.6
(0, 1, 1, 1, 0)	42.2
(0, 1, 1, 1, 1)	87.4
(0, 1, 1, 1, 2)	65.8
(0, 1, 1, 2, 0)	47.6
(0, 1, 1, 2, 1)	66.8
(0, 1, 1, 2, 2)	64.5
(0, 1, 2, 0, 0)	13.2
(0, 1, 2, 0, 1)	58.0
(0, 1, 2, 0, 2)	28.5
(0, 1, 2, 1, 0)	77.2
(0, 1, 2, 1, 1)	54.6
(0, 1, 2, 1, 2)	71.0
(0, 1, 2, 2, 0)	27.3
(0, 1, 2, 2, 1)	49.0
(0, 1, 2, 2, 2)	35.9
(0, 2, 0, 0, 0)	0.0
(0, 2, 0, 0, 1)	26.6
(0, 2, 0, 0, 2)	0.0
(0, 2, 0, 1, 0)	15.2
(0, 2, 0, 1, 1)	31.1
(0, 2, 0, 1, 2)	28.5
(0, 2, 0, 2, 0)	0.0
(0, 2, 0, 2, 1)	40.1
(0, 2, 0, 2, 2)	0.0
(0, 2, 1, 0, 0)	17.0
(0, 2, 1, 0, 1)	54.4
(0, 2, 1, 0, 2)	25.4
(0, 2, 1, 1, 0)	45.4
(0, 2, 1, 1, 1)	39.1
(0, 2, 1, 1, 2)	67.5
(0, 2, 1, 2, 0)	42.1
(0, 2, 1, 2, 1)	30.5
(0, 2, 1, 2, 2)	27.1
(0, 2, 2, 0, 0)	0.0
(0, 2, 2, 0, 1)	78.3
(0, 2, 2, 0, 2)	0.0
(0, 2, 2, 1, 0)	28.2
(0, 2, 2, 1, 1)	98.7
(0, 2, 2, 1, 2)	47.9
(0, 2, 2, 2, 0)	0.0
(0, 2, 2, 2, 1)	35.4
(0, 2, 2, 2, 2)	0.0
(1, 0, 0, 0, 0)	7.0
(1, 0, 0, 0, 1)	21.8
(1, 0, 0, 0, 2)	29.1
(1, 0, 0, 1, 0)	28.8
(1, 0, 0, 1, 1)	78.6
(1, 0, 0, 1, 2)	61.8
(1, 0, 0, 2, 0)	23.7
(1, 0, 0, 2, 1)	49.7
(1, 0, 0, 2, 2)	19.9
(1, 0, 1, 0, 0)	30.6
(1, 0, 1, 0, 1)	39.5
(1, 0, 1, 0, 2)	40.4
(1, 0, 1, 1, 0)	113.2
(1, 0, 1, 1, 1)	91.3
(1, 0, 1, 1, 2)	65.3
(1, 0, 1, 2, 0)	33.1
(1, 0, 1, 2, 1)	90.6
(1, 0, 1, 2, 2)	35.8
(1, 0, 2, 0, 0)	57.3
(1, 0, 2, 0, 1)	51.5
(1, 0, 2, 0, 2)	39.4
(1, 0, 2, 1, 0)	77.4
(1, 0, 2, 1, 1)	63.0
(1, 0, 2, 1, 2)	59.6
(1, 0, 2, 2, 0)	26.5
(1, 0, 2, 2, 1)	35.2
(1, 0, 2, 2, 2)	40.2
(1, 1, 0, 0, 0)	22.4
(1, 1, 0, 0, 1)	37.5
(1, 1, 0, 0, 2)	23.0
