(0, 0, 0, 0, 0, 0, 0, 0, 0)	0.0
(0, 0, 0, 0, 0, 0, 0, 0, 1)	34775.0
(0, 0, 0, 0, 0, 0, 0, 0, 2)	0.0
(0, 0, 0, 0, 0, 0, 0, 1, 0)	34769.0
(0, 0, 0, 0, 0, 0, 0, 1, 1)	34771.0
(0, 0, 0, 0, 0, 0, 0, 1, 2)	2127.0
(0, 0, 0, 0, 0, 0, 0, 2, 0)	0.0
(0, 0, 0, 0, 0, 0, 0, 2, 1)	26235.0
(0, 0, 0, 0, 0, 0, 0, 2, 2)	0.0
(0, 0, 0, 0, 0, 0, 1, 0, 0)	34839.0
(0, 0, 0, 0, 0, 0, 1, 0, 1)	34837.0
(0, 0, 0, 0, 0, 0, 1, 0, 2)	1158.0
(0, 0, 0, 0, 0, 0, 1, 1, 0)	34835.0
(0, 0, 0, 0, 0, 0, 1, 1, 1)	34843.0
(0, 0, 0, 0, 0, 0, 1, 1, 2)	5358.0
(0, 0, 0, 0, 0, 0, 1, 2, 0)	24601.0
(0, 0, 0, 0, 0, 0, 1, 2, 1)	26516.0
(0, 0, 0, 0, 0, 0, 1, 2, 2)	1096.0
(0, 0, 0, 0, 0, 0, 2, 0, 0)	0.0
(0, 0, 0, 0, 0, 0, 2, 0, 1)	30576.0
(0, 0, 0, 0, 0, 0, 2, 0, 2)	0.0
(0, 0, 0, 0, 0, 0, 2, 1, 0)	3155.0
(0, 0, 0, 0, 0, 0, 2, 1, 1)	30709.0
(0, 0, 0, 0, 0, 0, 2, 1, 2)	2055.0
(0, 0, 0, 0, 0, 0, 2, 2, 0)	0.0
(0, 0, 0, 0, 0, 0, 2, 2, 1)	17268.0
(0, 0, 0, 0, 0, 0, 2, 2, 2)	0.0
(0, 0, 0, 0, 0, 1, 0, 0, 0)	34806.0
(0, 0, 0, 0, 0, 1, 0, 0, 1)	34803.0
(0, 0, 0, 0, 0, 1, 0, 0, 2)	2452.0
(0, 0, 0, 0, 0, 1, 0, 1, 0)	34809.0
(0, 0, 0, 0, 0, 1, 0, 1, 1)	34812.0
(0, 0, 0, 0, 0, 1, 0, 1, 2)	9283.0
(0, 0, 0, 0, 0, 1, 0, 2, 0)	24693.0
(0, 0, 0, 0, 0, 1, 0, 2, 1)	26487.0
(0, 0, 0, 0, 0, 1, 0, 2, 2)	2165.0
(0, 0, 0, 0, 0, 1, 1, 0, 0)	34860.0
(0, 0, 0, 0, 0, 1, 1, 0, 1)	34898.0
(0, 0, 0, 0, 0, 1, 1, 0, 2)	5022.0
(0, 0, 0, 0, 0, 1, 1, 1, 0)	34870.0
(0, 0, 0, 0, 0, 1, 1, 1, 1)	34903.0
(0, 0, 0, 0, 0, 1, 1, 1, 2)	16206.0
(0, 0, 0, 0, 0, 1, 1, 2, 0)	25822.0
(0, 0, 0, 0, 0, 1, 1, 2, 1)	26869.0
(0, 0, 0, 0, 0, 1, 1, 2, 2)	4342.0
(0, 0, 0, 0, 0, 1, 2, 0, 0)	16302.0
(0, 0, 0, 0, 0, 1, 2, 0, 1)	31969.0
(0, 0, 0, 0, 0, 1, 2, 0, 2)	1756.0
(0, 0, 0, 0, 0, 1, 2, 1, 0)	26998.0
(0, 0, 0, 0, 0, 1, 2, 1, 1)	32237.0
(0, 0, 0, 0, 0, 1, 2, 1, 2)	5317.0
(0, 0, 0, 0, 0, 1, 2, 2, 0)	8005.0
(0, 0, 0, 0, 0, 1, 2, 2, 1)	20764.0
(0, 0, 0, 0, 0, 1, 2, 2, 2)	1388.0
(0, 0, 0, 0, 0, 2, 0, 0, 0)	0.0
(0, 0, 0, 0, 0, 2, 0, 0, 1)	30012.0
(0, 0, 0, 0, 0, 2, 0, 0, 2)	0.0
(0, 0, 0, 0, 0, 2, 0, 1, 0)	2868.0
(0, 0, 0, 0, 0, 2, 0, 1, 1)	30598.0
(0, 0, 0, 0, 0, 2, 0, 1, 2)	2018.0
(0, 0, 0, 0, 0, 2, 0, 2, 0)	0.0
(0, 0, 0, 0, 0, 2, 0, 2, 1)	14111.0
(0, 0, 0, 0, 0, 2, 0, 2, 2)	0.0
